count,hate_speech_count,offensive_language_count,neither_count,class,tweet,clean_tweet
3,0,3,0,1,@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055,audeldavid elleszczepanski hoe aint loyal bjames
4,0,1,3,2,@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction,auroramwj marylmcaffry bbanimals mutation genealogy convoluted basically zebra gene currieries slaughteredextinction
3,0,0,3,2,@AustinBurge44 either way both schools are trash &#128521;,austinburge either way school trash
3,0,3,0,1,@AustinBurge44 pussy ass schedule,austinburge pussy as schedule
3,2,1,0,0,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,austing like talking faggot nicely way fag
3,2,1,0,0,"@AustinG1135 answer my snapchat faggot 
#butthurt",austing answer snapchat faggot butthurt
3,1,2,0,1,@AustinG1135 go to sleep faggot!,austing go sleep faggot
3,1,2,0,1,@AustinG1135 your the one keeping me up faggot!,austing one keeping faggot
3,0,3,0,1,@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;,austinz wait see fucking cunt as mine
3,1,0,2,2,@AustinthaIntern Johnny football is trash man. Trash. Lol.,austinthaintern johnny football trash man trash lol
3,0,0,3,2,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!,autyaut miss eating speak miss red bone cooking
3,0,2,1,1,@AutyAut_ bitch add me,autyaut bitch add
3,0,3,0,1,"@AveryCash @DallyJackson @Coal_Daddy @THaRock10 @YouTube ""I could have died"".. ""I called my mom a bitch"" lmao",averycash dallyjackson coal_daddy tharock youtube could died called mom bitch lmao
3,0,3,0,1,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match,awill_reckless bruh go like bitch thoe lol final match
3,0,3,0,1,@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha,awill_reckless lmao omm see bitch tryna act like aint feel ahaha
3,0,2,1,1,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham,awill_reckless lol match early ic champion bitch really would go ham
3,0,3,0,1,"@Awint94 so ppl are pissed off basically saying if we have to suffer, you will too. Tourching tht bitch",awint ppl pissed basically saying suffer tourching tht bitch
3,1,2,0,1,@AwwYeahMaddie you're our bitch though,awwyeahmaddie youre bitch though
3,0,3,0,1,@AyDontJudgeMe Just come stop in this bitch cause im bout to get off,aydontjudgeme come stop bitch cause im bout get
3,0,3,0,1,@AyMrCarter niggas be on pussy shit,aymrcarter nigga pussy shit
3,0,3,0,1,@Aydren cause you're a sexy bitch,aydren cause youre sexy bitch
3,2,1,0,0,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..,ayefuckwoody coryburgess literally eat asshole living actually faggot seem little confused
3,0,3,0,1,@AyyMartt bitch where you been,ayymartt bitch
3,0,3,0,1,@BAMitsjustMARY no I bitch and moan not tears!!!,bamitsjustmary bitch moan tear
3,1,2,0,1,@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;,bbzachrance arianagrande ohgtgtgtgtgt thats bald bitchltltltltltltlt
3,0,3,0,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking,bbcandice dorothy joygrenade cant talk without talking ur cunt mama im thru talking
3,2,1,0,0,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",bgally ur faggot teammate brandonprust hit someone late like say he yapping yelling guy def room
3,0,3,0,1,@BG_RAMBOE man shut yo bord ass up ! Want some hoes ? Cdfu stay fuckjng wid me on here mann,bg_ramboe man shut yo bord as want hoe cdfu stay fuckjng wid mann
3,0,3,0,1,@BH_Dragons he's fucking trash,bh_dragons he fucking trash
3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.,biackiechan theuncurvable tonedagawd curtdatnigga lmfaooo thats fag shit man
3,0,3,0,1,"@BLHolla Me, too! :-D Dick and pussy is too precious to give up and be ruined by some bullshit that was done to me.",blholla dick pussy precious give ruined bullshit done
3,0,3,0,1,@BLUE_yupp finger my throbbing pussy slowly as i cum on ur face,blue_yupp finger throbbing pussy slowly cum ur face
3,0,2,1,1,@BMS_ThadCastle this account is so incredibly retarded.,bms_thadcastle account incredibly retarded
3,0,0,3,2,@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers,bnightengale feinsandnydn time ranger scout head watch yankee prospect ranger
3,1,2,0,1,@BOSSBITCHDAPHNE yours a dyke&#128514;,bossbitchdaphne dyke
3,0,3,0,1,@BRIdifferent bishhhhhh waasup where this bitch up,bridifferent bishhh waasup bitch
3,0,3,0,1,"@BRIdifferent good dnt be a sucker for these sad mad bitches,",bridifferent good dnt sucker sad mad bitch
3,0,3,0,1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!,bukpsychodrama followed vice lord dat rn listening nigga since magic almighty hoe
3,0,3,0,1,@BUNNYDaHONEY &lt;= got all the hoes,bunnydahoney lt got hoe
3,0,3,0,1,@B_McC10ud that's meant toward my dads gf shes a bitch dude,b_mccud thats meant toward dad gf shes bitch dude
3,1,2,0,1,@B_Stewart9 quit bein a little bitch B,b_stewart quit bein little bitch
3,0,3,0,1,@BabyxShad hoes twerking heavy to that,babyxshad hoe twerking heavy
3,0,1,2,2,@BaconParadox for two year old Oreos?-_-,baconparadox two year old oreo
3,0,3,0,1,@Badassjae fuck no my school boring and ghetto,badassjae fuck school boring ghetto
3,0,3,0,1,@Badbitch_Amen @JoeAnoaiReigns I put this bitch to shame&#128514;&#128514;,badbitch_amen joeanoaireigns put bitch shame
3,0,3,0,1,@BakariT bitch what?,bakarit bitch
3,0,3,0,1,@BallBagSteve hoe b4 bros..smh.,ballbagsteve hoe brossmh
6,0,6,0,1,@BallOut057 I'm otp bitch hold on,ballout im otp bitch hold
3,0,3,0,1,@BallardTheG_ get this nigguh of this streets,ballardtheg get nigguh street
3,0,3,0,1,@Bam_N_DeyMouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too,bam_n_deymouth grindin cuzz thats shit dont stop wats good witcha thou bitch mia
3,0,3,0,1,@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!,bam_n_deymouth already know ima keep trillahappy bday lha bitch love yu nigga
3,0,3,0,1,@BangxBroz right in the pussy,bangxbroz right pussy
3,2,1,0,0,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,barackobama marchforinnov send damn beaner back belong u aint
3,1,2,0,1,@BarackObama @MichelleObama omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?,barackobama michelleobama omfg elitist bitch one care think go fuck china anyway
3,0,0,3,2,@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,barackobama biden winner last night yea right like charlie sheen really winner winning lol
3,0,3,0,1,"@BarackObama glad you brought that kid home, but he fucked up and should face the UCMJ. don't care about Taliban pussies really.",barackobama glad brought kid home fucked face ucmj dont care taliban pussy really
3,0,1,2,2,"@BarackObama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash.",barackobama voted supported pulled rug u nation worse cuz circle trash
3,0,3,0,1,@BarackObama make weed legal you pussy you know you smoke that shit,barackobama make weed legal pussy know smoke shit
3,1,2,0,1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.,barbaraf thirtybirdy wow white people cracker guess one
3,0,3,0,1,@BarbieNixon a moment of silence for the bitch who changes her name everyday ..:-),barbienixon moment silence bitch change name everyday
3,2,1,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,barbodfcb _cblaze oddbeast cracker jack shut fuck
3,1,2,0,1,@Barbod6FCB Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga,barbodfcb gonna shut shit bitch get yo punk as hoe as nigga
3,0,3,0,1,"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then, I don't wanna hear what u gonna do I want see it bitch",barbodfcb oh really thats word wanna see bout dont wanna hear gonna want see bitch
3,0,3,0,1,@Barbod6FCB. U lame then a bitch get the fuck with that gay shit,barbodfcb lame bitch get fuck gay shit
3,1,2,0,1,@Barbod6FCB. Wigga wigga wigga wigga wigga,barbodfcb wigga wigga wigga wigga wigga
3,0,3,0,1,"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail, you misogynist pile of twats!"" https://t.co/rUYeOnusSt",barnabyedwards bsilverstrim dear daily mail misogynist pile twat httpstcoruyeonusst
6,2,4,0,1,@BarneyFranken @jennykutner @Salon salon is is chuck full of butthurt liberal retards,barneyfranken jennykutner salon salon chuck full butthurt liberal retard
3,1,2,0,1,"@BasedBoy_Bob nigga said ""I woke up in a bed fulla bitches that I ain't een fuckin"" but idc his shit bout to be 10x harder",basedboy_bob nigga said woke bed fulla bitch aint een fuckin idc shit bout harder
3,1,2,0,1,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute,based_saiyan grandpa better comeback he dead faggot go outside let go little as dick minute
3,0,0,3,2,@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em,basketballpics whoever made twitter doesnt like lakers making comeback accnt still continues trash talk em
3,1,2,0,1,@BeaMiller dumb bitch stfu,beamiller dumb bitch stfu
3,0,3,0,1,@BeanRozay im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by @TNKTheMonstah,beanrozay im tokyo get higher jet killing dog as hoe send em vet produced tnkthemonstah
3,0,3,0,1,@BeattyJustin @KYOppCoalition And just what is that bitch gonna do for women?,beattyjustin kyoppcoalition bitch gonna woman
3,0,1,2,2,@BeattyJustin @KYOppCoalition I am one proud hillbilly.,beattyjustin kyoppcoalition one proud hillbilly
3,0,3,0,1,@BeattyJustin @KYOppCoalition Obama's bitch!,beattyjustin kyoppcoalition obamas bitch
3,0,3,0,1,@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol,beautifulcallen nigger lol thts offensive lol xmas iite couple drink fine ninja xmas lol
3,0,1,2,2,"@BeavisCumia @jimmysdong
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein",beaviscumia jimmysdongdat cat gonna scratch dat colored boy gonna end da chow mein
3,0,0,3,2,"@BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk.",beekayns ala proficient neither skill limited pointless stat memorization trash talk
3,0,3,0,1,@BeenBasedB do this nigga think he mick foley ?,beenbasedb nigga think mick foley
3,0,3,0,1,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is,beenslimm dont want one new bitch morphed super playa see world
3,0,3,0,1,@BekySawyer boats and hoes,bekysawyer boat hoe
3,0,3,0,1,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;,belbert buhrowaustin well look like ill buying two big bitch box busch na
3,1,2,0,1,@BengyBenFrank niggah follow me back &#128529;,bengybenfrank niggah follow back
3,0,3,0,1,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER,benny_balboa lmfaoo yu stupid lha bitch knowing yr never hoeever
3,0,3,0,1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,benny_balboa yall thou yalll fucking glad bag trash
3,1,2,0,1,@Benny_Balboa tell that boy he a hoe i just called him,benny_balboa tell boy hoe called
3,1,2,0,1,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow,benny_balboa yall fucking trash boyy gladbagflow
3,0,3,0,1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you,betodavidthomas jessecanon bitch mom didnt call
3,0,3,0,1,@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch,betodavidthomas jessecanon lmfaooo oh well fuck bitch
3,0,1,2,2,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.,bettinavla t senwarren shes another straightup conscienceless liar soulless criminal trash
3,2,1,0,0,@BeyondTomcat you'd like that wouldn't you fag,beyondtomcat youd like wouldnt fag
3,0,3,0,1,@Beyond_Fatal my bitch bruhhh !!!,beyond_fatal bitch bruhhh
3,2,1,0,0,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,bidenshairplugs look like fag time line boring zzzz
3,0,0,3,2,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,bigcatcooke deserved victory elite awaits orange army sweet disgrace collegehoops ill back next time hoosier
3,1,2,0,1,@BigD757 too bad hes a faggot,bigd bad he faggot
3,0,3,0,1,@BigDaddySniper you far asf too nigguh,bigdaddysniper far asf nigguh
3,0,3,0,1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.,biglovemusic bruh wont happen cuz see big bitch strike
3,1,2,0,1,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot,bigquinn_liam rj_diego get volcano yet faggot
3,0,3,0,1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha,bigredots prolly got bomb pussy lol hope haha
3,0,3,0,1,@Big_Jim777 bitch,big_jim bitch
3,0,0,3,2,@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,big_jim happy birthday dirty little bird tear
3,0,3,0,1,@BigfineHorseee she gone eat that bitch,bigfinehorseee gone eat bitch
3,0,3,0,1,"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims.",billperiman po_st bet would gone ape shit killed attacked muslim
3,0,3,0,1,"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016",billperiman offgridsurvival holy fucking hell going epa overzealous cunt cant wait
3,0,0,3,2,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8,billperiman like put looking race colored glass kel_antoinette
3,0,3,0,1,"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers",billperiman send fucking muzzies home doj come get motherfucker
3,0,3,0,1,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride,billratchet vottomanempire place pussy stache let pussy take ride
3,3,0,0,0,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,billionairecrow neelahrelates whats wrong white race fuckin coon slaying piece poop please die alone
3,0,3,0,1,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau,billythathird dimi_artale aye da fawking ginzo fawking queen fawking nassau
3,0,1,2,2,@Billythathird @matt_sliwinski copy my tweet again you ginzo,billythathird matt_sliwinski copy tweet ginzo
3,0,3,0,1,@BirdieB420 lets record a song bitch right nowb,birdieb let record song bitch right nowb
3,0,3,0,1,@BitchImFancy lol so retarded,bitchimfancy lol retarded
3,0,3,0,1,@BitchImaStunna @VeshaaCouture lmao bitch shut up,bitchimastunna veshaacouture lmao bitch shut
3,0,3,0,1,@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,bitchmedia whats bitch shout momz cali keep doin loveit
3,0,3,0,1,@Bitcheslovestar The only one of Mary's friends I like so you other bitches don't exist &#128514;&#128514;&#128564;&#128564;&#128564;&#128564;&#128164;&#9995;&#9996;&#65039;,bitcheslovestar one mary friend like bitch dont exist
3,0,3,0,1,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http://t.co/0g1J8Bibpl,bitchslovemosa bitch really love mosa though mosagang httptcogjbibpl
3,0,1,2,2,"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",bitterchick dare one bag dat folk suckin come yo partayyy da ofay wantin ride eldorato
3,0,3,0,1,"@Bitterchick 
Dat means get the fuck out hoe I be thinkin",bitterchick dat mean get fuck hoe thinkin
3,0,3,0,1,"@Bitterchick @hellobaphomet 
Y'all be some crazy white bitches. I wants to lay down wit you bowf.",bitterchick hellobaphomet yall crazy white bitch want lay wit bowf
3,0,3,0,1,"@BittyTang not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow",bittytang sure think woman self hate therfore collectively woman bitch becomes campaign men follow
3,0,3,0,1,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times,bittytang yes protest sexism go right home beg guy beat pussy im lost time
3,0,2,1,1,@BjwalkinRIVERS bro that hoe live,bjwalkinrivers bro hoe live
3,1,2,0,1,@BlaccLaBelle_ &#9786;&#65039;nice Avi lil nigger,blacclabelle nice avi lil nigger
3,0,0,3,2,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,blackmanusa chrislhayes well thats cracker jack secret service work jfk anyone
3,1,0,2,2,@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,blackmanusa texasdivepro historical point cracker term irish settling wood midatlantic hardly offensive
3,0,3,0,1,"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies.",blackmanusa youre killin man lt conservative racist like nbp hate honky
3,0,3,0,1,"@Black_Angelo25 chill cuz you'll regret it bro, your hitting that hoe rn why quit?",black_angelo chill cuz youll regret bro hitting hoe rn quit
3,0,3,0,1,"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss.",blackberrytroll blah people determined think condescending bitch loss
3,0,3,0,1,"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD",blackmantide ha bitch im pickin beach babe left right west coast httptcoldxnpohlyd
3,0,1,2,2,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,blackmantide bandana orian called trailer trash wearing lil country getup
3,2,1,0,0,@Blackman38Tide lmfao go to bed whitey &#128129;,blackmantide lmfao go bed whitey
3,0,0,3,2,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,blakeanderson jo_clark chicken fried steak boy mash potato gravy green bean corn ice cream brownie
3,0,3,0,1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!,blakeanderson rollin coal bitch ready blow ready set go
3,0,0,3,2,@BlakeAnderson21 thanks Hun! Haha,blakeanderson thanks hun haha
3,0,2,1,1,@BlakeAnderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us,blakeandersondalton_ryann justinmiculka bitch got crew hype still got as beat tonight brought u
6,1,5,0,1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers",blakkhoodie always eatin good wit niggah good lookin cd boy got heat bump banger
3,1,2,0,1,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately,blakkhoodie fosho niggah il real busy lately
3,0,3,0,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win",blakkhoodie yeah niggah played good lowkey wanted brazil win
3,0,3,0,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....,blizzylc ur tour come kick ya nig mia
3,0,3,0,1,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate,bloggerboxing studhardt jacob joshua pick similar love faggot ruslan well accountsgate
3,2,1,0,0,@BloggerBoxing @rianscalia pass the Fosters faggot,bloggerboxing rianscalia pas foster faggot
3,2,1,0,0,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...,bloggerboxing yeawhat maidana made greedy faggot loser atleast broner black
3,0,3,0,1,@BloodOfJupiter yeah...bitch!,bloodofjupiter yeahbitch
3,1,2,0,1,@Blue_DreamMN @ExpectoMichaela seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol,blue_dreammn expectomichaela seriously first conversation status fb messaged calling fag lololol
3,1,0,2,2,"@Boazziz He promised to stand with the muzzies, so...",boazziz promised stand muzzies
3,0,3,0,1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.,bobbybotsods fuckthemallcops uncleunco mrmooncricket fuck bitch
3,1,2,0,1,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch.",bobbybotsods fuckthemallcops uncleunco mrmooncricket ur weird racist bitch
3,1,2,0,1,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,bobbybotsods mrmooncricket fuckthemallcops uncleunco eat inbred trailer trash
3,0,3,0,1,@BobbyRosee Let the hoes tell it man..,bobbyrosee let hoe tell man
3,0,3,0,1,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch,bodybymalone lesson dont pas like lil bitch
3,0,3,0,1,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;,bojieasx slap taco tht hoe face
3,0,0,3,2,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,bolanddrummer never life coffee shop like starbucks hick though
3,0,3,0,1,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin",bombfantasyyy angela_mastr lmao angela look like damn potato bitch keep talkin
3,0,0,3,2,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,bombfantasyyy pearl jam yellow ledbettergt
3,0,0,3,2,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.,bonesaw there reason yankee dont want anderson longer
3,0,0,3,2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,bonertuna tcc_grouchy mrs__met vortmax llmajer dmb aplmom frogtox kishkaandpipiks ive shot go yellow smoke
3,0,3,0,1,@Boobah_ awnser the phone pussy,boobah awnser phone pussy
3,0,0,3,2,@Boobah_ they trash,boobah trash
3,0,1,2,2,@BookoutBj That's ghetto for super duper! It's the current generations best complement.,bookoutbj thats ghetto super duper current generation best complement
3,0,3,0,1,@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy,borgore pull panty ur teeth write alphabet ur tongue throbbing pussy
3,0,3,0,1,@BosleyXavier I trip on acid not bitches.,bosleyxavier trip acid bitch
3,2,1,0,0,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,bossace sounds_good_bro bloggerboxing yea stupid faggot im leaving till like pm want ride
3,2,0,1,0,@BossMelle never followed him ignorant monkey,bossmelle never followed ignorant monkey
3,1,2,0,1,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe,bossman_carl lmaooo naw nigga imma stay right mention hoe
3,0,3,0,1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot,bossman_carl nigga didnt changeyall hoe tryna shoot know yall cant shoot
3,0,3,0,1,@Bossman_Carl wake your ass up hoe,bossman_carl wake as hoe
3,1,2,0,1,@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them,braxxxedelic fight shit say youre free lunch must game fucked cause youre colored like rest
3,0,2,1,1,@BradMich4Real thats shit gon be the death of these hoes...ion like it...,bradmichreal thats shit gon death hoesion like
3,0,2,1,1,@BrandNewAndrew lmaooo roosters is hot trash bro u know it,brandnewandrew lmaooo rooster hot trash bro know
3,0,3,0,1,@Brandi_Nicolee get that degree first bitch,brandi_nicolee get degree first bitch
3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.,branninwgl ill say ya woman want couch plain sight outchea bitch simple
3,0,3,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.,branninwgl describing new pussy like baltimore love thing bitch
3,0,3,0,1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!,braveconwarrior bitch mess bos fault
3,3,0,0,0,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,braxcity maria_obregon_g sophia_freeman citizen said maria spic
3,0,3,0,1,@BreadTruckkBri I know I was playing that hoe start on the 20 tho,breadtruckkbri know playing hoe start tho
3,2,1,0,0,@BreeOlson @Gingerbeard66 your a nasty nigger whore,breeolson gingerbeard nasty nigger whore
3,1,2,0,1,@BreesInDaCut you got some hoes here yet?,breesindacut got hoe yet
3,0,3,0,1,@BreezyPetey at least he went up and wasn't a bitch,breezypetey least went wasnt bitch
3,0,0,3,2,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",brelston realized one link awakening killed two bird one stone unless youre getting wind fish
3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska,brenjjgmom hweldon wellhow yankee year run wtfiswrongwithnebraska
3,0,3,0,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,brendagisselca im mexican enough real beaner yet mexican americanized beaner
3,0,3,0,1,@BrendaGisselCA that you got hoes damn,brendagisselca got hoe damn
3,0,3,0,1,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit,brendagisselca hell perk hoe bullshit
3,0,3,0,1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.,brendanschaub timtebow ugh tebow youre officially fag followed
3,3,0,0,0,@Brenddan_ they said some bullshit. Damn niggers,brenddan said bullshit damn nigger
3,2,1,0,0,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,brenddan wow comin back bitch nigga
3,0,3,0,1,@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch,bretvondehl com_lowery beat bitch seriouslywhat bitch
3,1,2,0,1,"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one",bretvondehl damn bitch never answer anymore lmao jk ily anyway glad first show safe going next one
3,0,3,0,1,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast,bretvondehl younow fucking bitch shit load hate first broadcast
3,2,1,0,0,@Briana_Rashae I'd like to rape the bitch that posted that.,briana_rashae id like rape bitch posted
3,0,0,3,2,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,briannalovesa trick wait bird get close pipe tap screen never hit head
3,0,0,3,2,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken",briccone pvvrivierenland ja moest van plisie niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe moet denken
3,2,1,0,0,"@Brice2254 Fuck you, faggot.",brice fuck faggot
6,0,6,0,1,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now,briscoefunnyguy _kaeejones gotta see hoe person cause im sleeping hoe
3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad,briscoefunnyguy _kaeejones da fuck hoe look sad
3,0,3,0,1,@Briscoefunnyguy lol he still a lil bitch,briscoefunnyguy lol still lil bitch
3,2,1,0,0,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh,brizgotti new nigga hipster hypebeasts love faggot as bright color nike keep giving want smh
3,0,3,0,1,"@BroadwayMensa hoes not women, like to be the center of attention",broadwaymensa hoe woman like center attention
